name,sex,meaning,origin
Brandon,M,"Fiery hill, Sword-blade",Irish
Brandt,M,Firebrand,Teutonic
Brandubh,M,Black raven,Irish
Branduff,M,Black raven,Irish
Brandy,F,Brandy drink,Dutch
Brandy,F,Brandy drink,English
Brandyce,F,Brandy drink,English
Brandyn,M,Beacon on the hill or gorse-covered hill.,English
Brandyn,F,Brandy drink,English
Branford,M,"Fiery hill, Sword-blade",English
Brangaine,F,Character from Isolde legend,Celtic
Branhard,M,Bold raven,English
Branigan,M,Surname,Irish
Brann,M,Raven,Celtic
Brann,F,Brandy drink,Dutch
Brann,F,Raven,Irish
Brannan,M,"Fiery hill, Sword-blade",Irish
Brannen,M,"Fiery hill, Sword-blade",Irish
Brannon,M,"Fiery hill, Sword-blade",Irish
Branor,M,A knight,Arthurian Legend
Branson,M,"Fiery hill, Sword-blade",Irish
Brant,M,"Fiery hill, Sword-blade",English
Brant,M,Firebrand,Teutonic
Brantley,M,Proud,English
Branton,M,"Fiery hill, Sword-blade",English
Brantson,M,"Fiery hill, Sword-blade",English
Branwell,M,Place name,English
Branwen,F,Daughter of Llyr,Arthurian Legend
Branwen,F,Sister of Bendigeidfran,Celtic
Branwyn,F,Daughter of Llyr,Arthurian Legend
Braoin,M,Sadness,Irish
Brarn,M,Raven,Celtic
Brasil,M,Battle,Celtic
Braw)eigh,M,From the hillslope meadow,English
Brawley,M,From the hillslope meadow,English
Braxton,M,Badger,English
Braxton,M,Brock's town,Anglo-Saxon
Bray,M,"To cry out, Singing",English
Brayden,M,From the broad meadow,English
Brayden,M,From the broad meadow,Irish
Braydon,M,From the broad meadow,English
Braydon,M,From the broad meadow,Irish
Brayton,M,"Brave, Broad",English
Braz,M,Stammerer,Latin
Brazil,M,"Strong, Brave",Celtic
Brea,F,Strong,Irish
Breac,M,Speckled,Scottish
Breanainn,M,Sword,Celtic
Breandan,M,Prince,Irish
Breandan,M,Sword,Celtic
Breandan,F,Little raven,Irish
Breanne,F,Strong,Irish
Breasal,M,Pain,Irish
Brecc,M,Name of a king,Anglo-Saxon
Breck,F,Freckled,Irish
Bredbeddle,M,The Green Knight,Arthurian Legend
Bredon,M,Sword,Celtic
Bree,F,Broth,Celtic
Bree,F,Hill,Irish
Breeda,F,Protective,Irish
Breeda,F,Strong,Celtic
Breen,M,Sadness,Irish
Breen,F,Fairy palace,Irish
Breena,F,Fairy palace,Irish
Breezy,F,The woman Achilles loved in Homer's Iliad.,Spanish
Brehus,M,A knight,Arthurian Legend
Bren,M,Flame,German
Brencis,M,"Laurel crown, The crown of victory",Latin
Brenda,F,"Fiery hill, Sword-blade",English
Brenda,F,"Fiery hill, Sword-blade",German
Brenda,F,"Prince, Beacon on the hill",Irish
Brendalynn,F,"Prince, Beacon on the hill",Irish
Brendan,M,"Fiery hill, Sword-blade",English
Brendan,M,Flame,German
Brendan,M,Little raven,Gaelic
Brendan,M,"Prince, Beacon on the hill",Irish
Brendan,M,Raven,Celtic
Brenden,M,"Fiery hill, Sword-blade",English
Brenden,M,Prince,Irish
Brendis,M,Flame,German
Brendolyn,F,"Prince, Beacon on the hill",Irish
Brendon,M,Prince,Irish
Brendt,M,Hilltop,Celtic
Brendt,M,Hilltop,English
Brenius,M,A supposed king of Britain,Arthurian Legend
Brenn,M,Prince,Irish
Brenna,F,"Beacon on the hill, Little raven",Irish
Brenna,F,"Raven maid, Dark-haired",Celtic
Brennan,M,"Fiery hill, Sword-blade",English
Brennan,M,"Little drop, Prince",Irish
Brennan,M,Raven,Celtic
Brennen,M,"Fiery hill, Sword-blade",English
Brennen,M,Prince,Irish
Brennon,M,Prince,Irish
Brennus,M,A supposed king of Britain,Arthurian Legend
Brent,M,"Fiery hill, Sword-blade",English
Brent,M,Hilltop,Celtic
Brentan,M,"Fiery hill, Steep hill",English
Brenten,M,Hilltop,Celtic
Brenten,M,Hilltop,English
Brentley,M,Hilltop,Celtic
Brentley,M,Hilltop,English
Brently,M,Hilltop,Celtic
Brently,M,Hilltop,English
Brenton,M,Hilltop,Celtic
Brenton,M,Hilltop,English
Brenunda,F,"Fiery hill, Sword-blade",English
Brenunda,F,"Fiery hill, Sword-blade",German
Breri,M,A messenger,Arthurian Legend
Breslin,M,Surname,Irish
Bressal,M,Battle,Celtic
Bret,M,A native of England: (Britain) or France: (Brittany),Celtic
Bret,M,A native of England: (Britain) or France: (Brittany),English
Bret,M,A native of England: (Britain) or France: (Brittany),French
Bret,F,A native of England: (Britain) or France: (Brittany),Celtic
Bret,F,A native of England: (Britain) or France: (Brittany),English
Bret,F,A native of England: (Britain) or France: (Brittany),French
Brett,M,A native of England: (Britain) or France: (Brittany),Celtic
Brett,M,A native of England: (Britain) or France: (Brittany),English
Brett,M,A native of England: (Britain) or France: (Brittany),French
Brett,F,A native of England: (Britain) or France: (Brittany),Celtic
Brett,F,A native of England: (Britain) or France: (Brittany),English
Brett,F,A native of England: (Britain) or France: (Brittany),French
Bretta,F,Brit. A native of Brittany: (France) or Britain: (England),English
Bretta,F,Brit. A native of Brittany: (France) or Britain: (England),French
Bretta,F,From Britain,Celtic
Brettany,F,Brit. A native of Brittany: (France) or Britain: (England),English
Brettany,F,Brit. A native of Brittany: (France) or Britain: (England),French
Brette,F,Brit. A native of Brittany: (France) or Britain: (England),English
Brette,F,Brit. A native of Brittany: (France) or Britain: (England),French
Brette,F,From Britain,Celtic
Bretton,M,A native of England: (Britain) or France: (Brittany),Celtic
Bretton,M,A native of England: (Britain) or France: (Brittany),English
Bretton,M,Brit. A native of Brittany: (France) or Britain: (England),Scottish
Breuse,M,A knight,Arthurian Legend
Brew,M,Brewer,English
Brewster,M,Brewer,English
Brewstere,M,Brewer,English
Bria,F,Strong,Irish
Briac,M,Estime,Celtic
Brian,M,Strong,Celtic
Brian,M,Strong,English
Briana,F,She ascends,English
Briana,F,Strong,Celtic
Briana,F,Strong,Irish
Briand,M,Castle,French
Briand,M,Strong,Celtic
Briann,F,Strong,Celtic
Briann,F,Strong,English
Brianna,F,She ascends,English
Brianna,F,Strong,Celtic
Brianna,F,Strong,Irish
Briannah,F,Strong,Celtic
Briannah,F,Strong,English
Brianne,F,She ascends,English
Brianne,F,Strong,Celtic
Brianne,F,Strong,Irish
Briannon,F,Strong,Celtic
Briannon,F,Strong,English
Briant,M,Strong,Celtic
Bric,M,"Swift, Quick-moving",Celtic
Bric,F,"Swift, Quick-moving",Celtic
Brice,M,From Brieuxtown,French
Brice,M,Son of a nobleman,Anglo-Saxon
Brice,M,Son of a nobleman,English
Brice,M,Speckled,Scottish
Brice,M,"Swift, Quick-moving",Celtic
Brice,F,"Swift, Quick-moving",Celtic
Brick,M,Bridge,English
Brick,M,"Swift, Quick-moving",Celtic
Brick,F,"Swift, Quick-moving",Celtic
Brickand,M,"Swift, Quick-moving",Celtic
Brickand,F,"Swift, Quick-moving",Celtic
Brickman,M,Bridge,English
Bricriu,M,The poison tongued,Celtic
Brid,F,Protective,Irish
Brid,F,Strong,Celtic
Bride,F,Protective,Irish
Bride,F,Strong,Celtic
Bridge,F,"Resolute, Strength, Saint",Celtic
Bridger,M,Lives at tbe bridge,English
Bridget,F,"Resolute, Strength, Saint",Celtic
Bridget,F,"Strength, Mythological Celtic Goddess of fire and poetry",Irish
Bridgett,F,"Strength, Mythological Celtic Goddess of fire and poetry",French
Bridgette,F,"Strength, Mythological Celtic Goddess of fire and poetry",French
Brie,M,The one who is loved,Hebrew
Brie,F,Region in France,French
Brie,F,"Resolute, Strength, Saint",Celtic
Brieg,M,Estime,Celtic
Brielle,F,Strong,Irish
Brien,M,He ascends,Celtic
Brienna,F,Strong,Celtic
Brienna,F,Strong,English
Brienne,F,Strong,Celtic
Brienne,F,Strong,English
Brier,F,Heather,French
Brietta,F,Strong,Celtic
Brigada,F,"Resolute, Strength, Saint",Celtic
Brigantia,F,Yorkshire Goddess,Anglo-Saxon
Brigbam,M,Lives by the bridge,English
Brigetta,F,"Resolute, Strength, Saint",Celtic
Brigette,F,"Resolute, Strength, Saint",Celtic
Brigette,F,"Strength, Mythological Celtic Goddess of fire and poetry",French
Brigg,M,"Swift, Quick-moving",Celtic
Brigg,F,"Swift, Quick-moving",Celtic
Briggebam,M,Lives by the bridge,English
Briggere,M,Lives at tbe bridge,English
Brigham,M,Lives near a bridge,English
Brigham,M,Soldier,French
Brighid,F,Protective,Irish
Brighid,F,"Resolute, Strength, Saint",Celtic
Bright,M,The one who is loved,Hebrew
Brighton,M,The one who is loved,Hebrew
Brigid,F,"Resolute, Strength, Saint",Celtic
Brigida,F,"Resolute, Strength, Saint",Celtic
Brigida,F,Strong,Spanish
Brigidia,F,Strong,Spanish
Brigit,F,Strong,Scandinavian
Brigita,F,"Resolute, Strength, Saint",Celtic
Brigitta,F,Strong,Celtic
Brigitte,F,"Resolute, Strength, Saint",Celtic
Brigitte,F,"Strength, Mythological Celtic Goddess of fire and poetry",French
Brijesh,M,God of the land of Brij,Indian
Brijmohan,M,Krishna,Indian
Brik,M,Bridge,English
Brimlad,F,Seaway,Anglo-Saxon
Brina,F,Protector,Celtic
Brina,F,Strong,Irish
Brinda,F,Tulasi,Indian
Brinley,M,Tawny,English
Brinton,M,From Brinton,English
Brion,M,He ascends,Celtic
Brione,F,The name of a flowering vine used in folk medicine,English
Brioni,F,The name of a flowering vine used in folk medicine,English
Brionna,F,The name of a flowering vine used in folk medicine,English
Brionne,F,The name of a flowering vine used in folk medicine,English
Briony,F,Plant name,Latin
Briony,F,The name of a flowering vine used in folk medicine,English
Brisa,F,The woman Achilles loved in Homer's Iliad.,Spanish
Brisha,F,The woman Achilles loved in Homer's Iliad.,Spanish
Brishen,M,Born during a rain,English
Brisia,F,The woman Achilles loved in Homer's Iliad.,Spanish
Brissa,F,The woman Achilles loved in Homer's Iliad.,Spanish
Brit,F,"From England, Strong, Industrious",Latin
Brit,F,"Resolute, Strength, Saint",Celtic
Brita,F,"From England, Strong, Industrious",Latin
Brita,F,"Resolute, Strength, Saint",Celtic
Britani,F,A native of England: (Britain) or France: (Brittany),English
Britannia,F,"From England, Strong, Industrious",Latin
Britany,F,"From England, Strong, Industrious",Latin
Brite,F,From Britain,Celtic
Brites,F,Strength,Celtic
Britney,F,A native of England: (Britain) or France: (Brittany),English
Britney,F,"From England, Strong, Industrious",Latin
Britny,F,"From England, Strong, Industrious",Latin
Brits,F,"From England, Strong, Industrious",Latin
Britt,M,The helpful one,Hebrew
Britt,F,"From England, Strong, Industrious",Latin
Britta,F,"From England, Strong, Industrious",Latin
Britta,F,"Resolute, Strength, Saint",Celtic
Brittain,M,Brit. A native of Brittany: (France) or Britain: (England),English
Brittan,M,Brit. A native of Brittany: (France) or Britain: (England),English
Brittaney,F,A native of England: (Britain) or France: (Brittany),English
Brittani,F,A native of England: (Britain) or France: (Brittany),English
Brittanie,F,A native of England: (Britain) or France: (Brittany),English
Brittany,F,A native of England: (Britain) or France: (Brittany),English
Brittany,F,From Britain,Celtic
Brittany,F,"From England, Strong, Industrious",Latin
Britte,F,"Resolute, Strength, Saint",Celtic
Brittnee,F,A native of England: (Britain) or France: (Brittany),English
Brittney,F,A native of England: (Britain) or France: (Brittany),English
Brittni,F,A native of England: (Britain) or France: (Brittany),English
Brittny,F,"From England, Strong, Industrious",Latin
Britton,M,Brit. A native of Brittany: (France) or Britain: (England),English
Brittyn,F,"From England, Strong, Industrious",Latin
Briza,F,The woman Achilles loved in Homer's Iliad.,Spanish
Broc,M,Badger,English
Broc,M,Badger,Scottish
Brochan,M,Broken,Scottish
Brock,M,Badger,English
Brock,M,Badger,German
Brockley,M,From the badger meadow,English
Brocleah,M,From tbe badger meadow,English
Brocleigh,M,From the badger meadow,English
Brocly,M,From the badger meadow,English
Brocton,M,Badger,English
Brod,M,"Son of Roderick, From the broad ridge",English
Broden,M,The Castle Brodie in Scotland,Scottish
Broderic,M,Brother,Scottish
Broderick,M,Brother,Scottish
Broderick,M,Famous ruler,German
Broderick,M,"Son of Roderick, From the broad ridge",English
Broderick,M,Surname,Irish
Broderik,M,"Son of Roderick, From the broad ridge",English
Brodie,M,From Brodie,Scottish
Brodny,M,Lives near a shallow stream crossing,Slavic
Brodric,M,Brother,Scottish
Brodrick,M,Brother,Scottish
Brodrig,M,"Son of Roderick, From the broad ridge",English
Brodrik,M,"Son of Roderick, From the broad ridge",English
Brody,M,"Ditch, Unusual beard",Gaelic
Brody,M,From the muddy place,Irish
Brody,M,The Castle Brodie in Scotland,Scottish
Broehain,M,Broken,Scottish
Broga,M,Terror,Anglo-Saxon
Brogan,M,Terror,Anglo-Saxon
Broin,M,Raven,Celtic
Brok,M,Badger,English
Brom,M,Raven,Gaelic
Bromleah,M,From the broom covered meadow,English
Bromleigh,M,From the broom covered meadow,English
Bromley,M,Brush-covered meadow,English
Bromly,M,From the broom covered meadow,English
Bromwell,M,Brush-covered meadow,English
Bromwood,M,Brush-covered meadow,English
Bron,M,"Brown, Dark",Anglo-Saxon
Brona,F,Sorrow,Irish
Brone,M,Sorrowful,Irish
Bronson,M,Brown's son,German
Bronson,M,"Son of Brown, Son of the dark-skinned one",English
Bronson,M,Son of the dark man,Anglo-Saxon
Brontë,M,Thunder,Greek
Brontë,F,Thunder,Greek
Bronwen,M,"Son of Brown, Son of the dark-skinned one",English
Bronwyn,M,"Son of Brown, Son of the dark-skinned one",English
Bronwyn,F,Fair breast,Welsh
Brook,M,Lives by the stream,English
Brook,F,Lives by the stream,English
Brooke,M,Lives by the stream,English
Brooke,F,Lives by the stream,English
Brookes,F,Stream,English
Brooklyn,F,"Water, Stream",English
Brooklynn,F,"Water, Stream",English
Brooklynne,F,"Water, Stream",English
Brooks,M,Son of Brooke,English
Brooks,F,Stream,English
Brookson,M,Son of Brooke,English
Brooksone,M,Son of Brooke,English
Brougher,M,Lives at the fortress,English
Broughton,M,From the fortified town,English
Broun,M,Colour,English
Brown,M,"Colour, Dark skinned",English
Bruce,M,From Brys,French
Bruce,M,Woodlands,English
Bruce,M,Woodlands,Scottish
Brucie,F,Forest sprite,French
Bruhier,M,Name of a Sultan,Arabic
Bruin,M,Colour,English
Bruins,M,Colour,English
Brun,M,"Brown, Dark",Anglo-Saxon
Brun,M,Dark skinned,English
Bruna,F,Of the dark hair,German
Brune,F,Of the dark hair,German
Brunella,F,Brown haired,French
Brunelle,M,Dark haired,French
Brunhild,F,"Dark, Noble",German
Brunhilda,F,"Dark, Noble",German
Brunhilde,F,"Dark, Noble",German
Bruno,M,Brown,German
Bruno,M,Colour,English
Brunon,M,Brown,German
Brutus,M,Bruto,Latin
Bryan,M,Lord of Pendragon,Arthurian Legend
Bryan,M,Strong,Celtic
Bryan,M,Strong,English
Bryana,F,Strong,Celtic
Bryana,F,Strong,English
Bryani,F,The name of a flowering vine used in folk medicine,English
Bryann,F,Strong,Celtic
Bryann,F,Strong,English
Bryanna,F,Strong,Celtic
Bryanna,F,Strong,English
Bryanna,F,Strong,Irish
Bryanne,F,Strong,Celtic
Bryanne,F,Strong,English
Bryant,M,He ascends,French
Bryant,M,Strong,Celtic
Bryant,M,Strong,English
Bryce,M,Son of a nobleman,Anglo-Saxon
Bryce,M,Speckled,Scottish
Bryce,M,"Swift, Quick-moving",Celtic
Bryce,F,"Swift, Quick-moving",Celtic
Brycen,M,Speckled,Scottish
Bryceton,M,Speckled,Scottish
Bryde,F,"Resolute, Strength, Saint",Celtic
Brydger,M,Lives at tbe bridge,English
Bryggere,M,Lives at tbe bridge,English
Brygid,F,Strong,Celtic
Bryn,F,Coat,Norwegian
Bryn,F,Hill,Welsh
Bryna,F,Strong,Irish
Brynda,F,"Prince, Beacon on the hill",Irish
Bryne,M,Surname,Irish
Brynn,F,Coat,Norwegian
Brynn,F,"Fiery hill, Sword-blade",English
Brynn,F,"Fiery hill, Sword-blade",German
Brynn,F,Hill,Welsh
Brynna,F,"Fiery hill, Sword-blade",English
Brynna,F,"Fiery hill, Sword-blade",German
Bryon,M,Strong,English
Bryony,F,The name of a flowering vine used in folk medicine,English
Brys,M,From Brys,French
Bryson,M,Speckled,Scottish
Bryssa,F,The woman Achilles loved in Homer's Iliad.,Spanish
Bryston,M,Speckled,Scottish
Bssil,M,Battle,Celtic
Buach,M,Victorious,Irish
Buagh,M,Victorious,Irish
Buan,F,Goodness,Irish
Buchanan,M,From the cannon's seat,Scottish
Buck,M,"Male deer, Meadow of deer",English
Buckley,M,"Boy, Son",Irish
Buckley,M,"Male deer, Meadow of deer",English
Buckminster,M,Meadow of deer,English
Buckner,M,Meadow of deer,English
Bucky,M,Meadow of deer,English
Bud,M,"Herald, To puff up, Friend",English
Bud,M,"Herald, To puff up, Friend",German
Budd,M,"Herald, To puff up, Friend",English
Budd,M,"Herald, To puff up, Friend",German
Buddhadev,M,Wise person,Indian
Buddie,M,"Herald, To puff up, Friend",English
Buddie,M,"Herald, To puff up, Friend",German
Buddy,M,"Herald, To puff up, Friend",English
Buddy,M,"Herald, To puff up, Friend",German
Buena,F,Good,Spanish
Buffy,F,God's oath,Hebrew
Buinton,M,Born fifth,Spanish
Buiron,M,From the cottage,French
Bundy,M,Free,English
Bunny,F,Little rabbit,English
Bunny,F,One who brings victory,Greek
Bupe,F,Hospitality,African
Burbank,M,Lives on the castle's hill,English
Burcet,M,From the little stronghold,French
Burch,M,Birch,English
Burchard,M,Strong as a castle,English
Burdett,M,Surname,English
Burdett,M,Surname,French
Burdette,M,Surname,English
Burdette,M,Surname,French
Burdette,F,Little bird,English
Burdon,M,Lives at the castle,English
Bureig,M,Lives on the brook island,English
Burel,M,Reddish brown haired,French
Burford,M,Lives at the castle ford,English
Burg,M,Free citizen,English
Burgeis,M,Lives in town,English
Burgess,M,Choice,Celtic
Burgess,M,Free citizen,English
Burghard,M,Strong as a castle,English
Burghere,M,Lives at the fortress,English
Burgtun,M,From the fortified town,English
Burhan,M,Proof,Arabic
Burhardt,M,Strong as a castle,German
Burhbank,M,Lives on the castle's hill,English
Burhdon,M,Lives at the castle,English
Burhford,M,Lives at the castle ford,English
Burhleag,M,Lives at the castle's meadow,English
Burhtun,M,From the fortified town,English
Burilda,F,A black swan,Australian Abori
Burk,M,Birch tree,German
Burke,M,Birch tree,German
Burke,M,Fortified hill,English
Burkett,M,From the little stronghold,French
Burkhart,M,Strong as a castle,German
Burl,M,Knotted wood,English
Burle,M,Knotted wood,English
Burleigh,M,Knotted wood,English
Burley,M,Knotted wood,English
Burlin,M,Son of Berl,German
Burly,M,Lives at the castle's meadow,English
Burn,M,From the brook,English
Burnard,M,Strong as a bear,English
Burnard,M,Strong as a bear,German
Burne,M,"Bear, Brown",Irish
Burne,M,From the brook,English
Burneig,M,Lives on the brook island,English
Burnell,M,"Bear, Brown",Irish
Burnell,M,Reddish brown haired,French
Burnell,M,Strong as a bear,English
Burnell,M,Strong as a bear,German
Burnette,M,"Bear, Brown",English
Burnette,M,"Bear, Brown",Irish
Burney,M,"Bear, Brown",Irish
Burney,M,Lives on the brook island,English
Burns,M,From the brook,English
Burnu,M,Tree,Australian Abori
Burnum,M,Mighty warrior,Australian Abori
Burr,M,Youth,Swedish
Burrell,M,Fortified,English
Burrell,M,Reddish,French
Bursone,M,Son of Byrne,English
Burt,M,Fortress,English
Burton,M,Fortress,English
Buthaynah,F,Of a beautiful body,Arabic
Butrus,M,"Rock, Stone",Arabic
Butts (Dr.),M,Appeared in Henry VIII,Shakespearian
Byford,M,Lives at the river crossing,English
Byme,M,"Bear, Brown",English
Byme,M,"Bear, Brown",Irish
Byram,M,Bear,Anglo-Saxon
Byram,M,From the cattle yard,English
Byram,M,From the cottage,French
